"finished","consent","academic_yes_no","research_yes_no","gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_workload_5","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","attention_2","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","open_time","anonym_id","attention"
TRUE,TRUE,TRUE,TRUE,"Man","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Rarely","Rarely","Rarely","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Disagree","Disagree","Neither agree nor disagree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Agree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Rarely","Rarely","Sometimes","Sometimes","Rarely","Often","Often","Rarely","Often","Often","Often","Always","Always","Always","Strongly agree","Somewhat acceptable","Completely unacceptable","Somewhat unacceptable","Somewhat acceptable","Somewhat acceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Always","Always","Often","Always","Often","Always","Always","Always","Slightly agree","Disagree","Agree","Slightly agree","Slightly agree","Slightly agree","Agree","Slightly agree","Slightly disagree","Disagree","Slightly agree","Neither agree nor disagree","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree",243,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Sometimes","Often","Sometimes","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Disagree","Disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Sometimes","Sometimes","Sometimes","Rarely","Always","Always","Sometimes","Always","Always","Often","Always","Always","Always","Strongly agree","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Always","Often","Often","Always","Often","Often","Often","Often","Strongly agree","Slightly disagree","Neither agree nor disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Slightly agree","Disagree","Slightly satisfied","Slightly satisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly satisfied","Slightly satisfied","Agree",244,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Often","Often","Rarely","Always","Strongly disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Disagree","Disagree","Agree","Agree","Strongly agree","Strongly disagree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Always","Often","Never","Rarely","Often","Rarely","Sometimes","Often","Often","Often","Often","Often","Sometimes","Strongly agree","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Always","Sometimes","Often","Sometimes","Often","Sometimes","Sometimes","Slightly disagree","Agree","Disagree","Slightly agree","Neither agree nor disagree","Slightly agree","Slightly agree","Slightly disagree","Disagree","Disagree","Slightly disagree","Strongly disagree","Satisfied","Satisfied","Satisfied","Slightly satisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",245,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Sometimes","Rarely","Strongly disagree","Strongly agree","Agree","Disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly agree","Disagree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Sometimes","Rarely","Rarely","Often","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Often","Often","Always","Always","Always","Strongly disagree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Often","Sometimes","Sometimes","Often","Often","Often","Often","Agree","Slightly disagree","Agree","Agree","Disagree","Agree","Disagree","Slightly disagree","Slightly disagree","Slightly disagree","Agree","Disagree","Very dissatisfied","Very dissatisfied","Very dissatisfied","Dissatisfied","Satisfied","Satisfied","Agree",246,"Passed"
TRUE,TRUE,TRUE,TRUE,"Man","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","More than 10 years","","Often","Often","Sometimes","Always","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Completely unacceptable","Somewhat acceptable","Somewhat unacceptable","Rarely","Sometimes","Rarely","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Neither agree nor disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Slightly agree","Disagree","Strongly agree","Strongly disagree","Slightly agree","Slightly agree","Slightly agree","Slightly agree","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Dissatisfied","Dissatisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Agree",247,"Passed"
TRUE,TRUE,TRUE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",248,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Sometimes","Rarely","Never","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Rarely","Rarely","Rarely","Often","Rarely","Rarely","Rarely","Rarely","Often","Often","Sometimes","Sometimes","Always","Sometimes","Strongly agree","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Always","Often","Often","Often","Often","Often","Sometimes","Agree","Slightly agree","Agree","Agree","Disagree","Agree","Agree","Slightly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Slightly agree","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Agree",249,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Rarely","Never","Sometimes","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Neither agree nor disagree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Often","Often","Sometimes","Often","Rarely","Often","Often","Sometimes","Often","Often","Sometimes","Always","Always","Always","Strongly agree","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Always","Always","Often","Always","Often","Always","Strongly agree","Disagree","Disagree","Agree","Strongly agree","Slightly agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Slightly dissatisfied","Slightly dissatisfied","Very dissatisfied","Very dissatisfied","Satisfied","Satisfied","Disagree",250,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Post Doc","Non-STEM","In the last year","6-10 years","","Rarely","Rarely","Never","Sometimes","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Strongly disagree","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Sometimes","Often","Sometimes","Rarely","Rarely","Always","Always","Sometimes","Often","Often","Rarely","Always","Always","Always","Strongly agree","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Often","Rarely","Rarely","Often","Sometimes","Often","Often","Often","Slightly disagree","Slightly agree","Agree","Neither agree nor disagree","Slightly agree","Slightly disagree","Strongly disagree","Agree","Neither agree nor disagree","Slightly agree","Agree","Strongly disagree","Dissatisfied","Dissatisfied","Very dissatisfied","Slightly dissatisfied","Satisfied","Slightly satisfied","Agree",251,"Passed"
TRUE,TRUE,FALSE,FALSE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",252,"Failed"
TRUE,TRUE,TRUE,TRUE,"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Never","Rarely","Agree","Agree","Agree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Disagree","Agree","Agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Often","Often","Often","Rarely","Rarely","Often","Sometimes","Sometimes","Always","Always","Always","Always","Always","Always","Strongly agree","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Often","Often","Sometimes","Always","Sometimes","Always","Often","Often","Slightly agree","Strongly agree","Slightly disagree","Slightly disagree","Agree","Slightly disagree","Strongly agree","Slightly disagree","Neither agree nor disagree","Slightly disagree","Slightly disagree","Slightly disagree","Satisfied","Satisfied","Slightly dissatisfied","Slightly satisfied","Very satisfied","Satisfied","Agree",253,"Passed"
TRUE,TRUE,TRUE,TRUE,"Woman","Associate Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Sometimes","Rarely","Sometimes","Strongly disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","Disagree","Neither agree nor disagree","Agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Often","Sometimes","Sometimes","Rarely","Often","Often","Rarely","Sometimes","Sometimes","Rarely","Often","Always","Often","Strongly agree","Somewhat acceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat acceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Completely acceptable","Sometimes","Sometimes","Sometimes","Often","Often","Often","Often","Often","Agree","Neither agree nor disagree","Agree","Slightly agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly disagree","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Disagree",254,"Passed"
